SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,161666768376,0,2673118.2003395543,9603351.494776463,106849049,2643952.1510436456,9591404.417730458,26439.521510436454,1068598,24159.375189164708,717702.0995890603,10751
1,159652144658,0,2867693.38629292,9662147.052947957,113329228,2839688.755645429,9645665.627747925,28396.887556454287,1133406,28882.09948186969,535896.7911412471,11372
2,164627950367,0,2617956.9756890885,8544197.468337145,106398191,2585437.035759387,8534851.30397017,25854.37035759387,1064088,20588.02935018325,712997.131562605,10609
3,165116898039,0,2604503.5169280735,8714479.011891093,106195230,2572863.256549662,8700966.492501708,25728.632565496617,1062058,20908.73734246833,524835.1743838727,10570
