SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,202283895102,0,888719.4919988003,5540551.345796173,44875069,887544.7049774795,5531027.749957108,887.5447049774795,44884,116140.22947643511,573948.4103216373,8931
1,199427691643,0,977601.2063394436,5668825.6309248675,48683251,976654.0162770649,5660998.674321462,976.6546880726341,48693,166771.05453550414,714743.9205282468,9713
2,204311806386,0,897219.9922385617,5712253.758692425,45770811,896277.1326784564,5699893.127340029,896.2771326784563,45780,143762.7528769555,483928.4180920344,9189
3,197906325859,0,991046.3454572301,5581266.279390742,48956214,989680.3406857491,5575429.226955626,989.6803406857491,48966,125348.62747127634,894652.6403246347,9786
