SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,138892439607,0,4768392.591230871,4863435.868496048,41393355,4768392.591230871,4863435.868496048,4769.234902733686,41401
