SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,185876724154,0,1491768.2470253615,2633139.402752096,69050449,1486237.1244025126,2620504.3203078094,1486.2725661750826,69066,75872.0232875164,104581.56017407078,13773
1,186062311679,0,1484157.8588217276,2602540.6523599266,68738416,1478046.067031849,2588547.720810445,1478.070951449673,68754,68475.18693343844,92856.93612681248,13751
2,184998377625,0,1548129.3888852485,2771909.696995589,71300966,1541966.0845796026,2757198.9751309943,1542.0066771743493,71318,74151.27888876169,100672.97479150642,14340
3,185109538067,0,1522379.8364700852,2697284.141288968,70202657,1517298.1734649513,2686256.9548086915,1517.3040656389612,70217,85157.90620494675,124377.80164284162,13934
4,187003303666,0,1470049.2617764613,2574270.5652968357,68437623,1464168.3790198287,2560858.8835257655,1464.2082910239142,68453,68600.29793265372,93143.30843398193,13458
5,186910572120,0,1484494.4679392092,2617720.5478274077,69090242,1478872.323083658,2605817.614278069,1478.9021423746908,69106,74985.09623595487,110988.07735435395,13976
6,186895428253,0,1445927.2077828064,2491405.8139945483,67283043,1440300.7420577668,2480018.5938368114,1440.291814509207,67297,69942.81570281743,103277.78677627369,13363
7,186785785790,0,1474056.2760360297,2559283.0735282707,68557355,1468439.2328888036,2548444.479562132,1468.4599568101132,68572,72352.13519673276,113542.73532735113,13539
8,185248021400,0,1489757.6663161279,2616299.873669569,68666891,1482998.014898096,2601623.2757173707,1483.02891833564,68683,62553.826648055525,89483.76662751706,13721
9,186747907150,0,1474489.0014750552,2603946.3251507864,68575198,1469124.8977672947,2592197.2800403307,1469.1248977672947,68589,77017.94507517868,110692.82437876244,13802
