SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,202190993958,0,1016870.4330382161,1380622.935764506,51221198,,,,,1013527.8727724547,1375744.3999537774,1013.5522385450515,51234,,58716.783458308215,74442.68316112529,10354
1,206543375816,713,880143.9420053347,1137146.462974043,43180439,713,2217.2095213508933,2217.853443876142,5453,836517.4400650796,1066091.1667856276,836.5635156970985,43197,2,72475.7556636042,98509.14589395256,8392
2,204005477224,0,964117.0816370419,1297604.5318776334,48997947,,,,,960909.6709925892,1292831.909457159,960.9251419939566,49009,,54294.886314804964,66432.14199215012,9762
3,204081682312,0,983715.6437066381,1314880.1380077824,50014508,,,,,980479.7066210496,1310245.6747813988,980.5279873417189,50027,,56069.32702868896,70196.68285395796,9979
4,204264131459,0,961896.5895937074,1294791.7141473137,48971200,,,,,959167.4593115036,1290854.3592006431,959.1948378565309,48983,,62453.66939848388,78764.43804261475,9677
5,203159971435,0,976902.7798314097,1320184.382577397,49436484,,,,,973543.7084528256,1315113.6965413848,973.5687763041581,49448,,53036.1506727907,64506.19477146929,9794
6,205035057452,0,962090.7884470297,1275334.0538581535,49152862,,,,,959105.4644205762,1271065.0405984565,959.1530211961942,49166,,57344.79676060846,70756.67779597326,9699
7,204061619652,0,971730.5429444364,1301347.8364222168,47907904,,2004.378241535049,2005.1003989641968,3214,939338.775840797,1244785.7665017094,939.381427691131,47923,,87322.61655564766,120063.329478995,9630
