SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,4984060264,0,8025585.141680783,9129251.369859802,10000000,8025585.141680783,9129251.369859802,80256.4969778915,100002
1,6122065326,0,6533742.760000075,8086659.41766117,10000000,6533742.760000075,8086659.41766117,65337.165953130156,100002
2,5696646106,0,7021675.430718778,8113797.539125694,10000000,7021675.430718778,8113797.539125694,70218.62998732238,100003
3,8980764151,0,4453963.975386887,5571507.750294119,10000000,4453963.975386887,5571507.750294119,44540.426148424034,100002
4,6391010916,0,6258790.7493412895,7117637.431674613,10000000,6258790.7493412895,7117637.431674613,62588.094120572525,100001
5,5561732694,0,7192003.319963942,8290643.828925892,10000000,7192003.319963942,8290643.828925892,71921.12783130776,100002
6,5324543120,0,7512381.644493096,8763253.390797457,10000000,7512381.644493096,8763253.390797457,75125.56627406027,100003
7,5349494283,0,7477342.321332097,8370244.78580618,10000000,7477342.321332097,8370244.78580618,74773.38301279234,100002
8,7961419440,0,5024229.699421539,5960115.782216445,10000000,5024229.699421539,5960115.782216445,50243.54422341053,100003
9,6125555541,0,6530019.968355389,7301247.970409129,10000000,6530019.968355389,7301247.970409129,65301.280687738,100002
