SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,225493643928,0,401773.2281048156,405568.065971372,16934939,300554.9904619039,302680.9722342996,3005.565535585269,169434,588.5570791301948,588.6217228806553,8371
1,225576704103,0,410398.69407572545,414468.49242909794,17257604,306169.77171749313,308434.7721768628,3061.7343031285486,172664,598.744357131523,598.7953694690549,8588
2,226248346397,0,405992.7724023875,409767.32940976607,17080767,302132.9308637387,304225.13661656633,3021.387212435242,170896,586.7299262660226,586.7884657885468,8502
3,227366058085,0,389200.6844949108,392778.26094837295,16552331,291349.6788304052,293356.041347597,2913.5374188014152,165610,588.7171546103576,588.7742386269008,8426
4,226766559272,0,390437.8952350506,393881.6405446142,16721764,295106.4928393213,297075.5155188453,2951.1217291971384,167304,599.2032366538805,599.2595170460678,8307
5,226658237697,0,395109.40702007856,398767.0875563782,16767247,296052.9856836885,298108.43822807434,2960.5608230506805,167759,594.9708818881766,595.0314890661377,8465
