SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,244358376836,0,12647.992429911928,29836.087257219788,772256,12646.998396433562,29818.85197378932,126.46998396433561,7726,10750.283034795526,12982.673094272379,344
1,246435961812,0,10985.836534895892,25866.152255570036,676461,10985.409678418839,25853.32927623457,109.85409678418839,6768,10194.95475146768,12996.608460263042,339
2,245261554249,0,10870.337446203424,24187.748443967343,665941,10866.293366526957,24159.6119024117,108.66763830403517,6663,6206.631193919943,7217.309667446874,330
3,245269648722,0,11629.95454751851,27453.235394065396,712692,11628.67079094964,27434.561727462613,116.2964681806334,7131,9484.571004779304,11464.38889025605,348
4,245364722454,0,12156.504575979046,29435.254713797403,745201,12154.96657454141,29411.95776884399,121.54966574541409,7456,9831.794626672898,11868.298738196834,399
5,245395174191,0,11412.163431862144,27841.878584081645,699748,11411.797355967346,27826.144276135892,114.11797355967346,7001,10727.7135332331,13104.304465261033,352
