SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,204319379809,0,996218.6856199239,1024843.8595116257,50886696,996218.6856199239,1024843.8595116257,99.66562611367142,5091
1,203526948877,0,1054950.6548627077,1085501.083803483,53677722,1054950.6548627077,1085501.083803483,105.51778875109952,5369
2,204227723956,0,1002945.4573176833,1033144.8764944429,51207317,1002945.4573176833,1033144.8764944429,100.31819121411542,5122
3,202862351247,0,1058987.1539960126,1092393.629001115,53707156,1058987.1539960126,1092393.629001115,105.94251982193994,5373
4,200688692057,0,1086213.5268592304,1120438.1655748943,54497693,1086213.5268592304,1120438.1655748943,108.68458452740356,5453
5,201731912805,0,1111336.7879315687,1145956.7956565728,56048024,1111336.7879315687,1145956.7956565728,111.17509992839412,5607
6,202208298908,0,1080199.9778425435,1113905.3956442848,54606350,1080199.9778425435,1113905.3956442848,108.04470842868575,5462
7,203007272346,0,1023021.4592807029,1053131.1881934844,51920199,1023021.4592807029,1053131.1881934844,102.33974183239786,5194
8,200640353555,0,1068546.0038388039,1101651.603794965,53598362,1068546.0038388039,1101651.603794965,106.87531631528564,5361
9,201788085130,0,1069333.7808373899,1101557.4210371352,53944704,1069333.7808373899,1101557.4210371352,106.98299245213865,5397
10,203448347223,0,1071346.565234515,1103738.8049335086,54490922,1071346.565234515,1103738.8049335086,107.17097386472955,5451
11,200093998562,0,1005903.9523748333,1037645.7881403913,50318836,1005903.9523748333,1037645.7881403913,100.63130526008156,5034
