SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,27606944753,0,1448910.7852346923,1451382.1557897413,10000000,1448910.7852346923,1451382.1557897413,145.18004160302598,1002
1,29759117211,0,1344125.8931301434,1345875.4364781247,10000000,1344125.8931301434,1345875.4364781247,134.54659891517167,1001
2,27751251452,0,1441376.4391557644,1442947.4526655348,10000000,1441376.4391557644,1442947.4526655348,144.4252836098924,1002
3,30905640533,0,1294262.1253000516,1295701.85139356,10000000,1294262.1253000516,1295701.85139356,129.68438497482407,1002
4,27192424780,0,1470997.909293472,1472733.6930006912,10000000,1470997.909293472,1472733.6930006912,147.54014094238707,1003
5,29273791808,0,1366409.9363126822,1368687.5525331132,10000000,1366409.9363126822,1368687.5525331132,136.91349693092533,1002
6,29486314791,0,1356561.519590405,1358149.904362031,10000000,1356561.519590405,1358149.904362031,135.92653709953558,1002
7,29482054119,0,1356757.5664350202,1358438.3759887214,10000000,1356757.5664350202,1358438.3759887214,135.81086157361304,1001
8,30579210017,0,1308078.2655197002,1309601.8229214468,10000000,1308078.2655197002,1309601.8229214468,131.06887630979665,1002
9,29133482713,0,1372990.671731503,1374922.8455084695,10000000,1372990.671731503,1374922.8455084695,137.43574624474778,1001
