SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,226352797479,0,264662.5474357476,264711.6640446445,14976777,264662.5474357476,264711.6640446445,26.50728976947013,1500
1,225572456735,0,253934.08765012713,253982.7613595856,14320134,253934.08765012713,253982.7613595856,25.446363793976573,1435
2,225733234504,0,255401.29315330568,255455.25595788163,14413140,255401.29315330568,255455.25595788163,25.570000174205283,1443
3,224924612722,0,264980.58740092,265094.3582990208,14900164,264980.58740092,265094.3582990208,26.55110997594104,1493
4,226254572151,0,265502.0998201494,265558.9122189777,15017766,265502.0998201494,265558.9122189777,26.589511134260523,1504
5,223661268080,0,265541.37204818445,265601.9122146321,14847830,265541.37204818445,265601.9122146321,26.593777409744014,1487
6,224003254531,0,261049.24288904684,261108.77161033583,14618970,261049.24288904684,261108.77161033583,26.142469158387602,1464
7,226263768926,0,259866.06816944736,259922.6679401669,14699569,259866.06816944736,259922.6679401669,26.02271836176933,1472
8,226117232192,0,265289.27237648325,265340.782923664,14996619,265289.27237648325,265340.782923664,26.57028148756436,1502
9,224471651022,0,260993.74122863353,261050.67520737133,14646424,260993.74122863353,261050.67520737133,26.1235526518839,1466
10,226404342706,0,267411.35473103065,267464.88985453884,15135773,267411.35473103065,267464.88985453884,26.78392801089326,1516
11,226247659402,0,256928.43034771367,256998.78480469005,14532364,256928.43034771367,256998.78480469005,25.706335164485743,1454
