SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,22383300133,0,1787046.5821537846,1787619.5089599313,10000000,1787046.5821537846,1787619.5089599313,178.88262545518288,1001
1,19608084086,0,2039974.9320006052,2040864.9874159612,10000000,2039974.9320006052,2040864.9874159612,204.40501434998168,1002
2,23757626372,0,1683669.8824063821,1684173.8396911174,10000000,1683669.8824063821,1684173.8396911174,168.70327176420483,1002
3,22728389545,0,1759913.5178849294,1760464.4503155316,10000000,1759913.5178849294,1760464.4503155316,176.34300402529595,1002
4,22049685546,0,1814084.8274934397,1814693.910826285,10000000,1814084.8274934397,1814693.910826285,181.95234499737782,1003
5,22882945949,0,1748026.6784333347,1748588.2929571182,10000000,1748026.6784333347,1748588.2929571182,175.15186046169183,1002
6,24132887874,0,1657489.1579011858,1658004.6013820781,10000000,1657489.1579011858,1658004.6013820781,166.079926060302,1002
7,22313263472,0,1792655.7471162549,1793219.8306915464,10000000,1792655.7471162549,1793219.8306915464,179.62343184441642,1002
8,22434213387,0,1782990.974989071,1783599.9348482692,10000000,1782990.974989071,1783599.9348482692,178.65528545322158,1002
9,22895833005,0,1747042.7912041806,1747624.233294295,10000000,1747042.7912041806,1747624.233294295,174.8781138068868,1001
