SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,137041234358,0,5217162.727331073,5267111.0867774505,178741605,5217162.727331073,5267111.0867774505,521.7697174528417,17876
1,119981297752,0,6691926.817291124,6733330.259688425,200726516,6691926.817291124,6733330.259688425,669.2373106038764,20074
2,133781777903,0,5618013.482710234,5638444.707581007,187896958,5618013.482710234,5638444.707581007,561.8699619570564,18792
3,138637300535,0,5095655.016895342,5138849.525933118,176611964,5095655.016895342,5138849.525933118,509.617362638184,17663
4,133599175804,0,5647716.697795744,5694551.944708555,188632574,5647716.697795744,5694551.944708555,564.8534132571089,18866
5,140784720310,0,5026389.86987948,5074412.389845022,176909723,5026389.86987948,5074412.389845022,502.69640755460944,17693
6,144255744091,0,4652932.0286655845,4690504.840725367,167803043,4652932.0286655845,4690504.840725367,465.36777970855735,16783
7,129829587269,0,5388800.000961359,5429638.063243505,174906420,5388800.000961359,5429638.063243505,538.9524684600898,17493
8,136684118929,0,5166374.276201119,5190786.560764614,176540329,5166374.276201119,5190786.560764614,516.6947966495945,17656
9,134586139890,0,4675131.038859309,4717994.158822428,157301960,4675131.038859309,4717994.158822428,467.5664839981214,15732
