SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,30289789236,0,1320577.0330174244,1322552.9090253774,10000000,1320577.0330174244,1322552.9090253774,132.1891196280503,1001
1,30447125289,0,1313752.9280786086,1315793.3301273,10000000,1313752.9280786086,1315793.3301273,131.63736675676248,1002
2,31889049494,0,1254349.0832966375,1256967.63762111,10000000,1254349.0832966375,1256967.63762111,125.81074257394191,1003
3,30583982517,0,1307874.1454866494,1309657.2225900474,10000000,1307874.1454866494,1309657.2225900474,130.91704010806308,1001
4,31485408266,0,1270429.7705802536,1273497.5066122753,10000000,1270429.7705802536,1273497.5066122753,127.29630452036618,1002
5,30659002667,0,1304673.8810931458,1306832.1688558792,10000000,1304673.8810931458,1306832.1688558792,130.597368948894,1001
6,32394808749,0,1234765.7400889816,1236895.5629991514,10000000,1234765.7400889816,1236895.5629991514,123.59924452564653,1001
7,28114945726,0,1422730.8275757758,1425115.012236115,10000000,1422730.8275757758,1425115.012236115,142.41479392006423,1001
8,30733992095,0,1301490.5410386778,1303321.016311645,10000000,1301490.5410386778,1303321.016311645,130.27821571547798,1001
9,30554172502,0,1309150.165902274,1310949.2593192712,10000000,1309150.165902274,1310949.2593192712,131.17623081471535,1002
10,30394771600,0,1316015.81108772,1317903.087899829,10000000,1316015.81108772,1317903.087899829,131.99586656746777,1003
11,32445546330,0,1232834.8425131913,1235157.47929726,10000000,1232834.8425131913,1235157.47929726,123.52970510261211,1002
