SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,225154440539,0,294589.18883063743,294653.46738220396,16582016,294589.18883063743,294653.46738220396,29.490864050133254,1660
1,226080668392,0,301735.3428985788,301792.8551865854,17054132,301735.3428985788,301792.8551865854,30.201600497129682,1707
2,224075872789,0,292596.55305119744,292680.84104333,16390957,292596.55305119744,292680.84104333,29.29364122564994,1641
3,226156825794,0,295582.2702467975,295642.19115976576,16711987,295582.2702467975,295642.19115976576,29.590078171093893,1673
4,224968934372,0,300795.30842291383,300857.0436873731,16917400,300795.30842291383,300857.0436873731,30.10192705683629,1693
5,226482577829,0,287880.9338227669,287940.3164178377,16300004,287880.9338227669,287940.3164178377,28.84106533692748,1633
6,223235435232,0,293154.1040157368,293215.2792061397,16360596,293154.1040157368,293215.2792061397,29.350173920192333,1638
7,225799308670,0,285836.64130843774,285892.9229807121,16135429,285836.64130843774,285892.9229807121,28.60947056077126,1615
8,226099543321,0,294160.2226306781,294218.651481044,16627373,294160.2226306781,294218.651481044,29.4737404276777,1666
9,224691319662,0,291011.47342212364,291072.470569123,16346938,291011.47342212364,291072.470569123,29.142194056975924,1637
