SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,196332378555,0,1326929.3323771295,1363175.70940828,65129798,1326929.3323771295,1363175.70940828,1326.9723323878723,65132
1,196792567169,0,1319593.7821014787,1352797.6244326455,64921562,1319593.7821014787,1352797.6244326455,1319.6418045680937,64924
2,197467516963,0,1242060.7894003966,1271478.3267471027,61316665,1242060.7894003966,1271478.3267471027,1242.1068378053803,61319
3,196760927111,0,1335121.3366249364,1368939.1974340489,65674928,1335121.3366249364,1368939.1974340489,1335.140415812475,65676
4,198259757356,0,1219807.464838911,1248903.6079293115,60459683,1219807.464838911,1248903.6079293115,1219.8525692440232,60462
5,197007181209,0,1283887.2900357249,1317474.8338215658,63233754,1283887.2900357249,1317474.8338215658,1283.9102267990163,63235
6,197575246067,0,1306249.7713528408,1338669.7579597367,64520655,1306249.7713528408,1338669.7579597367,1306.2748261786555,64522
7,198075467210,0,1244222.8180570854,1275708.4178696375,61612504,1244222.8180570854,1275708.4178696375,1244.272099536101,61615
8,194942597055,0,1363862.552446593,1399100.3173667078,66468727,1363862.552446593,1399100.3173667078,1363.907233565077,66471
9,198239473358,0,1212863.1090831996,1242501.2818425528,60109336,1212863.1090831996,1242501.2818425528,1212.8945618573348,60111
