SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,158029890246,0,2543436.506690694,2686694.0546775716,100484748,2543436.506690694,2686694.0546775716,2543.461825395469,100486
1,158801212386,0,2768915.7871868038,2936706.177289163,109926796,2768915.7871868038,2936706.177289163,2768.9669640511793,109929
2,169407502502,0,2406404.875694258,2535660.3682172038,101915760,2406404.875694258,2535660.3682172038,2406.4304979457565,101917
3,166381948032,0,2632618.6294907196,2783172.835087731,109505054,2632618.6294907196,2783172.835087731,2632.6608137307476,109507
4,162443064798,0,2641559.075074057,2792885.2154245637,107275738,2641559.075074057,2792885.2154245637,2641.586334692204,107277
5,161022071320,0,2836384.7033886234,3018607.791131504,114180135,2836384.7033886234,3018607.791131504,2836.426102474697,114182
6,165007066396,0,2637057.1970277037,2790945.2145096445,108783268,2637057.1970277037,2790945.2145096445,2637.0946046209738,108785
7,166072332287,0,2546709.5101012634,2692743.8090509414,105734497,2546709.5101012634,2692743.8090509414,2546.7390241471426,105736
8,162665160618,0,2489935.0448566866,2626760.1040498624,101256421,2489935.0448566866,2626760.1040498624,2489.9948616861298,101259
9,159902443249,0,2736522.088775129,2903647.783878417,109394142,2736522.088775129,2903647.783878417,2736.56281312971,109396
10,161963506774,0,2553131.0616595107,2696049.066242907,103378515,2553131.0616595107,2696049.066242907,2553.1883178512217,103381
11,165762959060,0,2537617.1274050614,2691519.6535039307,105160731,2537617.1274050614,2691519.6535039307,2537.666530892462,105163
