SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,222866860807,0,371228.05831436295,371741.18229099887,20683608,371228.05831436295,371741.18229099887,371.25292841892013,20685
1,223115916114,0,392190.82853457326,392666.382103259,21876004,392190.82853457326,392666.382103259,392.22656511236426,21878
2,223520157724,0,373826.2394355324,374380.3214630611,20889425,373826.2394355324,374380.3214630611,373.87228736774836,20892
3,224354499577,0,366489.9262329271,366985.8967682669,20555916,366489.9262329271,366985.8967682669,366.50920823619657,20557
4,221652607277,0,382873.45699454844,383360.66414997564,21216225,382873.45699454844,383360.66414997564,382.9054239659188,21218
5,223857932796,0,359749.0381249469,360207.2504818331,20133169,359749.0381249469,360207.2504818331,359.7816933369634,20135
6,223892286843,0,371958.0034411699,372418.58331855125,20819632,371958.0034411699,372418.58331855125,372.0002656332017,20822
7,223743405555,0,371647.52987349784,372086.5981633023,20788421,371647.52987349784,372086.5981633023,371.657849852857,20789
8,221887206336,0,378362.85104635585,378861.7064653997,20988469,378362.85104635585,378861.7064653997,378.40833400295793,20991
9,223367740616,0,382979.85091349547,383475.1200957901,21386336,382979.85091349547,383475.1200957901,383.0095801657428,21388
