SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,102805631879,0,9472647.69644323,9626048.703754203,243460383,9472647.69644323,9626048.703754203,9472.74562001294,243463
1,91493766783,0,1.0816612046886263E7,1.1035401922248289E7,247413145,1.0816612046886263E7,1.1035401922248289E7,10816.73313334649,247416
2,100149355730,0,1.0261458843236035E7,1.0452960300783819E7,256919623,1.0261458843236035E7,1.0452960300783819E7,10261.509706236988,256921
3,99629956870,0,1.0464019143964125E7,1.0670316491131019E7,260632444,1.0464019143964125E7,1.0670316491131019E7,10464.117357490015,260635
4,101142921917,0,9882188.541282421,1.0070251074823821E7,249878356,9882188.541282421,1.0070251074823821E7,9882.288623916158,249881
5,96749222479,0,1.0976376871974386E7,1.1204146799608141E7,265488982,1.0976376871974386E7,1.1204146799608141E7,10976.455498428704,265491
6,100757018204,0,1.012175340416647E7,1.0324791620681202E7,254959423,1.012175340416647E7,1.0324791620681202E7,10121.811822047906,254961
7,95591576153,0,1.1168042028005581E7,1.1436032947438514E7,266892685,1.1168042028005581E7,1.1436032947438514E7,11168.049767216917,266893
8,98403974864,0,1.065527803576144E7,1.0886136598404655E7,262130428,1.065527803576144E7,1.0886136598404655E7,10655.336955641516,262132
9,95725066694,0,1.1110402538551195E7,1.136940997078574E7,265886006,1.1110402538551195E7,1.136940997078574E7,11110.440872486237,265887
