SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,239040944533,0,6705.11072122513,6724.4253201700585,400699,6705.11072122513,6724.4253201700585,6.760221203780781,404
1,239052450748,0,7452.523471001918,7478.8490184948,445386,7452.523471001918,7478.8490184948,7.479407042365204,447
2,239082846653,0,7142.611960273697,7164.331130687759,426919,7142.611960273697,7164.331130687759,7.193956056809311,430
3,239092899919,0,7087.387373586076,7107.065488198002,423636,7087.387373586076,7107.065488198002,7.110088498322175,425
4,239041106366,0,7310.508332923936,7332.325099157498,436878,7310.508332923936,7332.325099157498,7.329067468371095,438
5,239025539762,0,7482.8154421527925,7505.475999952099,447146,7482.8154421527925,7505.475999952099,7.5137065631389275,449
6,239070105474,0,7331.79080054669,7353.569264980008,438203,7331.79080054669,7353.569264980008,7.361617104079383,440
7,239079486184,0,7271.322302667477,7294.524955266891,434606,7271.322302667477,7294.524955266891,7.311048374272233,437
8,239094005467,0,6862.555992548564,6882.078721157125,410199,6862.555992548564,6882.078721157125,6.8924937210982575,412
9,239034246701,0,7271.2258765753195,7294.926649384318,434518,7271.2258765753195,7294.926649384318,7.295889906143678,436
10,239083344847,0,7121.985017775553,7143.656297495187,425687,7121.985017775553,7143.656297495187,7.160532348999698,428
11,239104245898,0,6923.624437460679,6944.8569983133875,413867,6923.624437460679,6944.8569983133875,6.975887912290876,417
