SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,165846735391,0,2630280.4874124313,2765789.503817677,109055858,2630280.4874124313,2765789.503817677,2630.3287504543496,109058
1,163526082183,0,2684786.6599573027,2822548.644043846,109758161,2684786.6599573027,2822548.644043846,2684.827716076079,109760
2,164530354267,0,2642070.01763679,2791394.995300439,108675179,2642070.01763679,2791394.995300439,2642.1338549000507,108678
3,159795495583,0,2840298.6351029854,3012625.4977078754,113466732,2840298.6351029854,3012625.4977078754,2840.3254955960124,113468
4,159245737118,0,2795615.230002153,2956948.387095396,111297452,2795615.230002153,2956948.387095396,2795.6739315374984,111300
5,161832669908,0,2946873.188652899,3119713.7172693945,119225089,2946873.188652899,3119713.7172693945,2946.9149513025345,119227
6,164907414598,0,2702190.323499283,2850274.9549628203,111402805,2702190.323499283,2850274.9549628203,2702.2135506457075,111404
7,166291663570,0,2640810.047673516,2782025.62451131,109786174,2640810.047673516,2782025.62451131,2640.873829202698,109789
8,165411630410,0,2730805.1004658495,2888022.0875082565,112926731,2730805.1004658495,2888022.0875082565,2730.8566383308994,112929
9,164908957022,0,2631533.7858943967,2775956.4631108926,108490873,2631533.7858943967,2775956.4631108926,2631.5504896279413,108492
