SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,224030678223,0,306163.2832791123,306628.4378420888,17147492,306163.2832791123,306628.4378420888,306.1901610489808,17149
1,223833168100,0,315105.9720000452,315542.047007692,17632792,315105.9720000452,315542.047007692,315.1453854511389,17635
2,222651904078,0,310070.000460515,310516.0080319405,17259419,310070.000460515,310516.0080319405,310.0983723283036,17261
3,225280095782,0,312615.8649548438,313090.8097468656,17606533,312615.8649548438,313090.8097468656,312.6773975856071,17610
4,226097029254,0,302145.44713568554,302562.21944593673,17078547,302145.44713568554,302562.21944593673,302.1888104526828,17081
5,226261801932,0,306803.5143681152,307258.0004288095,17354479,306803.5143681152,307258.0004288095,306.8303420828825,17356
6,224508885480,0,299038.2668216522,299518.87760275,16784187,299038.2668216522,299518.87760275,299.0704833513298,16786
7,223230253654,0,304226.3263529786,304689.8102488525,16978130,304226.3263529786,304689.8102488525,304.2597361337063,16980
8,225468944677,0,314427.2312160772,314941.4288668181,17723394,314427.2312160772,314941.4288668181,314.47340260263076,17726
9,225656508073,0,308903.56584552856,309389.83077859087,17426525,308903.56584552856,309389.83077859087,308.94741549829246,17429
