SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,110341832150,0,8175832.994812204,8317411.765094641,225534098,8175832.994812204,8317411.765094641,8175.896401945877,225536
1,108007788108,0,8521650.226552753,8701499.974617405,230101148,8521650.226552753,8701499.974617405,8521.752965107173,230104
2,109209132377,0,8521195.981921265,8706803.555609252,232648105,8521195.981921265,8706803.555609252,8521.26228643366,232650
3,108306909446,0,8682171.181967271,8871452.715482626,235084782,8682171.181967271,8871452.715482626,8682.250268045,235087
4,109082515561,0,8587040.839521073,8764960.82590003,234174004,8587040.839521073,8764960.82590003,8587.071102683323,234175
5,107412419210,0,8991261.486363463,9182844.292767838,241443287,8991261.486363463,9182844.292767838,8991.357807471826,241446
6,108715619727,0,8564413.194148961,8738210.717567442,232771372,8564413.194148961,8738210.717567442,8564.504617418592,232774
7,111919166558,0,8094888.515190081,8267352.712247196,226493294,8094888.515190081,8267352.712247196,8094.982513563325,226496
8,108030181571,0,8476903.79376193,8632292.267049193,228940364,8476903.79376193,8632292.267049193,8476.996851831555,228943
9,107587847960,0,8489410.480071843,8676418.594948933,228339351,8489410.480071843,8676418.594948933,8489.467442922318,228341
10,107157758434,0,8659140.332536008,8857203.563953,231973517,8659140.332536008,8857203.563953,8659.190858990596,231975
11,107879273139,0,8617126.987889688,8794057.12418896,232402349,8617126.987889688,8794057.12418896,8617.22133895825,232405
