SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,207485474983,0,1198031.8141323703,1222065.9379084783,62143550,1198031.8141323703,1222065.9379084783,1198.0581347681834,62145
1,207461325770,0,1204068.5803624708,1228425.8072607392,62449416,1204068.5803624708,1228425.8072607392,1204.0974617870731,62451
2,207489248446,0,1201853.7725095674,1226016.8472174075,62342934,1201853.7725095674,1226016.8472174075,1201.8919773983926,62345
3,207073559836,0,1190289.538631622,1213937.1178495015,61619373,1190289.538631622,1213937.1178495015,1190.319365159814,61621
4,207445010432,0,1206182.1659577605,1230458.5273844213,62554118,1206182.1659577605,1230458.5273844213,1206.2167967010716,62556
5,207778729563,0,1195822.7125681946,1219580.6068177437,62116631,1195822.7125681946,1219580.6068177437,1195.8666863318392,62119
6,207842949992,0,1206658.23887533,1230763.9289862867,62698852,1206658.23887533,1230763.9289862867,1206.6979663994366,62701
7,207756234214,0,1199406.3953976324,1223383.5072500487,62296039,1199406.3953976324,1223383.5072500487,1199.4428278355927,62298
8,207505182912,0,1201731.7182181054,1225720.1894726523,62341390,1201731.7182181054,1225720.1894726523,1201.76112962887,62343
9,207477300088,0,1199839.7506349566,1223934.4134728033,62234878,1199839.7506349566,1223934.4134728033,1199.8794169923733,62237
