SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,99248222772,0,1.016707366456418E7,1.036240657381164E7,252265998,1.016707366456418E7,1.036240657381164E7,10167.19011400759,252269
1,98997224673,0,1.0075378085543798E7,1.0298208268077591E7,249358617,1.0075378085543798E7,1.0298208268077591E7,10075.430124507338,249360
2,97321249597,0,1.0373928039155817E7,1.0583967342150873E7,252400910,1.0373928039155817E7,1.0583967342150873E7,10374.012776847314,252403
3,101105002212,0,9910029.31683908,1.0099955269389877E7,250488384,9910029.31683908,1.0099955269389877E7,9910.09175442418,250490
4,103513198870,0,9701495.103645617,9875958.162534185,251058198,9701495.103645617,9875958.162534185,9701.52227997934,251059
5,96290126241,0,1.0560747936448434E7,1.076955122585452E7,254223938,1.0560747936448434E7,1.076955122585452E7,10560.828963125849,254226
6,93898568247,0,1.1303668073063627E7,1.1537820653033042E7,265349562,1.1303668073063627E7,1.1537820653033042E7,11303.761201307912,265352
7,94438168078,0,1.1298828405043725E7,1.152597853108774E7,266760164,1.1298828405043725E7,1.152597853108774E7,11298.900633236166,266762
8,93271853056,0,1.106395897785389E7,1.1289785966359481E7,257988989,1.106395897785389E7,1.1289785966359481E7,11064.038960962916,257991
9,96614707259,0,1.0901439810571771E7,1.1138786568330346E7,263309854,1.0901439810571771E7,1.1138786568330346E7,10901.526360668086,263312
10,99297030803,0,1.0494311054148026E7,1.0686900652100364E7,260513482,1.0494311054148026E7,1.0686900652100364E7,10494.370760967191,260515
11,98667148293,0,1.0633055217979087E7,1.087394387240087E7,262283309,1.0633055217979087E7,1.087394387240087E7,10633.15963286307,262286
