SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,107073405662,0,8840151.503053626,9010370.562227823,236636282,8840151.503053626,9010370.562227823,8840.25102807998,236639
1,108015406381,0,8726166.012608709,8889395.215021603,235640092,8726166.012608709,8889395.215021603,8726.232506165075,235642
2,108257800852,0,8599459.888093608,8783779.35323769,232739654,8599459.888093608,8783779.35323769,8599.541385534558,232742
3,107799912389,0,8772190.839892501,8956071.064285208,236410351,8772190.839892501,8956071.064285208,8772.286097064334,236413
4,107655890512,0,8795979.332821071,8960063.285390325,236734747,8795979.332821071,8960063.285390325,8796.022064771412,236736
5,107986533122,0,8772901.588846324,8938066.024646623,236838807,8772901.588846324,8938066.024646623,8772.977754821131,236841
6,109701379364,0,8592624.828100698,8752043.615527697,235655699,8592624.828100698,8752043.615527697,8592.705013805044,235658
7,108147633512,0,8699271.814353744,8866486.571078667,235201415,8699271.814353744,8866486.571078667,8699.325818449139,235203
8,108597230397,0,8586062.062460832,8754492.034180954,233105640,8586062.062460832,8754492.034180954,8586.144567747484,233108
9,107963019510,0,8714220.593958637,8869723.9204663,235203392,8714220.593958637,8869723.9204663,8714.2784828811,235205
