SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,114904684105,0,7512274.044556889,7670084.19449341,215798869,7512274.044556889,7670084.19449341,7512.34577770603,215801
1,108182961082,0,8627027.941050567,8825894.552980296,233324357,8627027.941050567,8825894.552980296,8627.08418382016,233326
2,108230871842,0,8558181.230880156,8760052.362677904,231564854,8558181.230880156,8760052.362677904,8558.254852725786,231567
3,108503296017,0,8639797.558344435,8834254.606948521,234361628,8639797.558344435,8834254.606948521,8639.844332294584,234363
4,108553103406,0,8566325.041137442,8753269.197988892,232475292,8566325.041137442,8753269.197988892,8566.385155313807,232477
5,108391425013,0,8400552.459669137,8588386.48377893,227636963,8400552.459669137,8588386.48377893,8400.623372353793,227639
6,108533874976,0,8498414.676560309,8689455.932784395,230591469,8498414.676560309,8689455.932784395,8498.46524666807,230593
7,112001200374,0,8092131.87870793,8291071.199677863,226582121,8092131.87870793,8291071.199677863,8092.230109055185,226585
8,109520175968,0,8253843.276001702,8425075.994721761,225990592,8253843.276001702,8425075.994721761,8253.88868912569,225992
9,108321764403,0,8440481.01541705,8639039.313015766,228571949,8440481.01541705,8639039.313015766,8440.55246123051,228574
10,111133235344,0,8183573.646397053,8333529.102239753,227366754,8183573.646397053,8333529.102239753,8183.615130720057,227368
11,108339206355,0,8637953.69640725,8841341.008803744,233957262,8637953.69640725,8841341.008803744,8637.976088791795,233958
