SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,100089798644,0,9889569.540655054,1.010936049508988E7,247461256,9889569.540655054,1.010936049508988E7,9889.635924356191,247463
1,95826691518,0,9799659.4594274,1.0044662542684022E7,234767236,9799659.4594274,1.0044662542684022E7,9799.7283900018,234769
2,98576618551,0,1.020249177526487E7,1.041231115427102E7,251431785,1.020249177526487E7,1.041231115427102E7,10202.577489688874,251434
3,99217431381,0,9902403.663598025,1.01341632200305E7,245622764,9902403.663598025,1.01341632200305E7,9902.446597988739,245624
4,101942767390,0,9765288.401398184,9989829.515365778,248875131,9765288.401398184,9989829.515365778,9765.356475067778,248877
5,99532093750,0,9958455.314821508,1.0169263852107897E7,247796477,9958455.314821508,1.0169263852107897E7,9958.5529292241,247799
6,99080439552,0,1.0123596509415695E7,1.0355904424498824E7,250762598,1.0123596509415695E7,1.0355904424498824E7,10123.64738874803,250764
7,100516852789,0,9858240.250319902,1.006059507308971E7,247729821,9858240.250319902,1.006059507308971E7,9858.308198802526,247732
8,102542022354,0,9463372.98332157,9721365.719998954,242598351,9463372.98332157,9721365.719998954,9463.473343393533,242601
9,101260665583,0,9613856.30239661,9833940.46107391,243376372,9613856.30239661,9833940.46107391,9613.915591505214,243378
