SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,110152695658,0,8342209.42584134,8504354.165745521,229729214,8342209.42584134,8504354.165745521,8342.269322831635,229731
1,109191945693,0,8288225.383807018,8453410.783214988,226251864,8288225.383807018,8453410.783214988,8288.337040494012,226255
2,108090934484,0,8647190.742331449,8825088.777349718,233670732,8647190.742331449,8825088.777349718,8647.272091424926,233673
3,107316990030,0,8845291.688992035,9042942.884705687,237312520,8845291.688992035,9042942.884705687,8845.381857724928,237315
4,111098680739,0,8344691.204551424,8500045.182971392,231771046,8344691.204551424,8500045.182971392,8344.795922116331,231774
5,110692748700,0,8292540.810308742,8467812.73301006,229481034,8292540.810308742,8467812.73301006,8292.607801848919,229483
6,108042380131,0,8803328.979302047,8982463.886571292,237783154,8803328.979302047,8982463.886571292,8803.392100497469,237785
7,110604262066,0,8418723.71468257,8595242.565626552,232786681,8418723.71468257,8595242.565626552,8418.731962497006,232787
8,111306771650,0,8206220.650008404,8327998.026826825,228351982,8206220.650008404,8327998.026826825,8206.289129708348,228354
9,108636928343,0,8785938.065060375,8971954.771750625,238619331,8785938.065060375,8971954.771750625,8785.995157093128,238621
