SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,101097008821,0,1.0204814128839971E7,1.0399238296474192E7,257919046,1.0204814128839971E7,1.0399238296474192E7,10204.929815160911,257922
1,94436881804,0,1.1367255795547996E7,1.163554322384443E7,268372048,1.1367255795547996E7,1.163554322384443E7,11367.336012827831,268374
2,95796516706,0,1.1097663428229995E7,1.1367406850158818E7,265779375,1.1097663428229995E7,1.1367406850158818E7,11097.728241025026,265781
3,95514457244,0,1.032822745859208E7,1.0525663304011516E7,246623760,1.032822745859208E7,1.0525663304011516E7,10328.319945528892,246626
4,94569448277,0,1.1427182030656144E7,1.1669226182529632E7,270165575,1.1427182030656144E7,1.1669226182529632E7,11427.282296338899,270168
5,97689271878,0,1.0718082219996542E7,1.0952366232407447E7,261760412,1.0718082219996542E7,1.0952366232407447E7,10718.142732365946,261762
6,98086576985,0,1.0294727199568E7,1.0493728444711993E7,252443638,1.0294727199568E7,1.0493728444711993E7,10294.81817426535,252446
7,98909153965,0,1.0464352008978384E7,1.0656171596396027E7,258755051,1.0464352008978384E7,1.0656171596396027E7,10464.42935553848,258757
8,101218488048,0,1.0245672109903555E7,1.046519732116283E7,259262860,1.0245672109903555E7,1.046519732116283E7,10245.75272521478,259265
9,104519841045,0,9419103.609008938,9594153.096345799,246120803,9419103.609008938,9594153.096345799,9419.147995074885,246122
10,94451361424,0,1.1422603377380831E7,1.1660902748601178E7,269720110,1.1422603377380831E7,1.1660902748601178E7,11422.724875776352,269723
11,95140422597,0,1.126961082085638E7,1.1551191862620456E7,268048884,1.126961082085638E7,1.1551191862620456E7,11269.654005920705,268050
