SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,95855984015,0,1.1031657155953093E7,1.1296181690451227E7,264362588,1.1031657155953093E7,1.1296181690451227E7,11031.753540795655,264365
1,96631876892,0,1.1197266603952076E7,1.1434249712362949E7,270503222,1.1197266603952076E7,1.1434249712362949E7,11197.335409518493,270505
2,96317235196,0,1.1140258852078855E7,1.1374756576892707E7,268249733,1.1140258852078855E7,1.1374756576892707E7,11140.306842668233,268251
3,94042532607,0,1.1477650017260982E7,1.1713636770027172E7,269846819,1.1477650017260982E7,1.1713636770027172E7,11477.694512378936,269848
4,101721393559,0,9924664.268529164,1.0105319062991207E7,252387670,9924664.268529164,1.0105319062991207E7,9924.75153775888,252390
5,94700004067,0,1.1351277654005848E7,1.1635438954261005E7,268741510,1.1351277654005848E7,1.1635438954261005E7,11351.378576563307,268744
6,95364059681,0,1.0724165890388988E7,1.0967560656781893E7,255674999,1.0724165890388988E7,1.0967560656781893E7,10724.24554749538,255677
7,96294037939,0,1.1031484469193416E7,1.1298900848204214E7,265566546,1.1031484469193416E7,1.1298900848204214E7,11031.622603927362,265570
8,96593172671,0,1.0931762719882388E7,1.1212716281168249E7,263983411,1.0931762719882388E7,1.1212716281168249E7,10931.862767138702,263986
9,101189582199,0,1.0078964868085789E7,1.0819602987473886E7,254971561,1.0078964868085789E7,1.0819602987473886E7,10079.056894638434,254974
