SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,108191808020,0,8622605.51027623,8763500.070262654,233223820,8622605.51027623,8763500.070262654,8622.646082879606,233225
1,108064954005,0,8761443.566211047,8932476.72212234,236701249,8761443.566211047,8932476.72212234,8761.466466186232,236702
2,109702765536,0,8447085.317059806,8619678.397505838,231667155,8447085.317059806,8619678.397505838,8447.148624616799,231669
3,107911448010,0,8721851.864250598,8892344.61552948,235296916,8721851.864250598,8892344.61552948,8721.923744631536,235299
4,106562891763,0,8862739.255429266,9036001.46660942,236109781,8862739.255429266,9036001.46660942,8862.816814155905,236112
5,107615925430,0,8826591.93985059,9016255.057856103,237470465,8826591.93985059,9016255.057856103,8826.645068967779,237472
6,107201559535,0,8920131.79796881,9109368.740006335,239063010,8920131.79796881,9109368.740006335,8920.241316460839,239066
7,109741060786,0,8572532.589552073,8722912.001832496,235189705,8572532.589552073,8722912.001832496,8572.613248750973,235192
8,106565350835,0,8880716.936458252,9040242.168467844,236594179,8880716.936458252,9040242.168467844,8880.778779804526,236596
9,104967043894,0,8702192.93707492,8884307.335854718,228360867,8702192.93707492,8884307.335854718,8702.269649520891,228363
