SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,238772840277,0,10453.634496722254,10495.343037324983,624011,10453.634496722254,10495.343037324983,10.486794690985551,626
1,238725875638,0,10673.246011520407,10715.313754534083,636995,10673.246011520407,10715.313754534083,10.706661250825336,639
2,238755312917,0,10638.858540848576,10677.995504573259,635021,10638.858540848576,10677.995504573259,10.68857474431168,638
3,238706454691,0,10205.605890102688,10243.140701328512,609036,10205.605890102688,10243.140701328512,10.221613251001639,610
4,238711609098,0,10559.536712624502,10599.125143915608,630171,10559.536712624502,10599.125143915608,10.590013673167089,632
5,238774260816,0,10251.071416303943,10287.941172793426,611923,10251.071416303943,10287.941172793426,10.268919795959922,613
6,238712926430,0,10866.089401994015,10908.867967416822,648469,10866.089401994015,10908.867967416822,10.89157819003258,650
7,238728058094,0,10882.591768819384,10927.964876545657,649495,10882.591768819384,10927.964876545657,10.907612218983163,651
8,238755441360,0,10391.620755813547,10429.400434631336,620264,10391.620755813547,10429.400434631336,10.403701214012484,621
9,238680353109,0,10742.36721456953,10782.771330737298,640998,10742.36721456953,10782.771330737298,10.759000214656773,642
