SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,100350531586,0,9935545.534659605,1.0186636377927724E7,249259319,9935545.534659605,1.0186636377927724E7,9935.605624997024,249261
1,102607762657,0,9531702.072769813,9763546.124302529,244506656,9531702.072769813,9763546.124302529,9531.789164049691,244509
2,100977374140,0,9640398.121764826,9877067.141281415,243365522,9640398.121764826,9877067.141281415,9640.45267415087,243367
3,99598524810,0,1.0048930161458684E7,1.0284971558473116E7,250214655,1.0048930161458684E7,1.0284971558473116E7,10049.018990194641,250217
4,102543157861,0,9464857.024547802,9717343.520027842,242639082,9464857.024547802,9717343.520027842,9464.888638572074,242640
5,101581162550,0,9553893.454628512,9803882.57506303,242623901,9553893.454628512,9803882.57506303,9553.970553002882,242626
6,100071342008,0,9844666.297382548,1.0060320678335696E7,246292242,9844666.297382548,1.0060320678335696E7,9844.732112438724,246294
7,100296468176,0,9625541.412942924,9873240.69089548,241351952,9625541.412942924,9873240.69089548,9625.564037648639,241353
8,93682229284,0,9374333.453761965,9629586.600833576,219552114,9374333.453761965,9629586.600833576,9374.409868893546,219554
9,101379513328,0,9870835.86367559,1.0105676563455908E7,250175134,9870835.86367559,1.0105676563455908E7,9870.905139268483,250177
10,100137658070,0,1.0001832150896436E7,1.0238781168272756E7,250390012,1.0001832150896436E7,1.0238781168272756E7,10001.897497469776,250392
11,99239499114,0,1.0067391118654452E7,1.029124419513402E7,249770713,1.0067391118654452E7,1.029124419513402E7,10067.47928444779,249773
