SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,103347545861,0,9614462.188936835,9791417.482132876,248407768,9614462.188936835,9791417.482132876,9614.543544161468,248410
1,97262054045,0,1.0797724336708974E7,1.1022980378088629E7,262552212,1.0797724336708974E7,1.1022980378088629E7,10797.75242155189,262553
2,105521734571,0,8969369.01054422,9857283.03683188,236615844,8969369.01054422,9857283.03683188,8969.445575931542,236618
3,95994009451,0,1.1120056617125496E7,1.1378624355388623E7,266864705,1.1120056617125496E7,1.1378624355388623E7,11120.109310243659,266866
4,94971428718,0,1.1294523610727767E7,1.1539396149927853E7,268164261,1.1294523610727767E7,1.1539396149927853E7,11294.592048832628,268166
5,96801210662,0,1.053929835198325E7,1.0768722064256225E7,255054210,1.053929835198325E7,1.0768722064256225E7,10539.408641371323,255057
6,100007224830,0,1.027595213992701E7,1.0462133903693367E7,256917364,1.027595213992701E7,1.0462133903693367E7,10276.054119804952,256920
7,93943729150,0,1.1393736970893921E7,1.1619149698947646E7,267592535,1.1393736970893921E7,1.1619149698947646E7,11393.794688839156,267594
8,99294901489,0,1.0553293072314356E7,1.0950069130243327E7,261972049,1.0553293072314356E7,1.0950069130243327E7,10553.367446830014,261974
9,97233523884,0,1.0793007000877483E7,1.1034767660549847E7,262360526,1.0793007000877483E7,1.1034767660549847E7,10793.022008113065,262361
10,94814490531,0,1.1224251082718713E7,1.1454321446269803E7,266055412,1.1224251082718713E7,1.1454321446269803E7,11224.355411497398,266058
11,94770685475,0,1.1191059331102723E7,1.145739540000676E7,265146091,1.1191059331102723E7,1.145739540000676E7,11191.134776518627,265148
