SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,107920543501,0,8594582.772754526,8781864.411061574,231883011,8594582.772754526,8781864.411061574,8594.6527731767,231885
1,109703625840,0,8279510.663801775,8474700.473942295,227073085,8279510.663801775,8474700.473942295,8279.578307976755,227075
2,108381100170,0,8615176.211861847,8812961.748651616,233430569,8615176.211861847,8812961.748651616,8615.22467055338,233432
3,108442229187,0,8686831.90176368,8918428.012432413,235504854,8686831.90176368,8918428.012432413,8686.87130500439,235506
4,109290982231,0,8392922.977499047,8573797.22557282,229317699,8392922.977499047,8573797.22557282,8393.002728492364,229320
5,109995886273,0,8326803.801796574,8515338.520029832,228978541,8326803.801796574,8515338.520029832,8326.852753942694,228980
6,109373573760,0,8457996.170353903,8640474.254960047,231270317,8457996.170353903,8640474.254960047,8458.053502963345,231272
7,107607305148,0,8728220.400169147,8920109.602865512,234805069,8728220.400169147,8920109.602865512,8728.253490607816,234806
8,107817216388,0,8613987.5904213,8847133.54798616,232184041,8613987.5904213,8847133.54798616,8614.056059633265,232186
9,108186674208,0,8602798.54994542,8797785.002194362,232677041,8602798.54994542,8797785.002194362,8602.864722344235,232679
10,107500861186,0,8693923.02246705,8895337.221400337,233651053,8693923.02246705,8895337.221400337,8694.029047775599,233654
11,107477941469,0,8700848.036522232,8902174.547494741,233787309,8700848.036522232,8902174.547494741,8700.943730293458,233790
