SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,108326204288,0,8433222.395305498,8607064.341371652,228384743,8433222.395305498,8607064.341371652,8433.300983527964,228387
1,110076634698,0,8299280.610334634,8476589.171859264,228389220,8299280.610334634,8476589.171859264,8299.377689520063,228392
2,109106505289,0,8450385.149426596,8625235.363772826,230497998,8450385.149426596,8625235.363772826,8450.490475265371,230501
3,107587199891,0,8640651.127102768,8826056.429118065,232405865,8640651.127102768,8826056.429118065,8640.688509762418,232407
4,108186193613,0,8597214.163270425,8790020.012946058,232524969,8597214.163270425,8790020.012946058,8597.284798859266,232527
5,108695410069,0,8588772.013531893,8775139.742457539,233390024,8588772.013531893,8775139.742457539,8588.840162886956,233392
6,108509586876,0,8566010.79001605,8757312.996595563,232373573,8566010.79001605,8757312.996595563,8566.096189926377,232376
7,105040677142,0,8409753.440620104,8585265.09248659,220841549,8409753.440620104,8585265.09248659,8409.843723498758,220844
8,108583466520,0,8434716.86208605,8634201.553011483,228967699,8434716.86208605,8634201.553011483,8434.79946064436,228970
9,108958510862,0,8465723.078468554,8651281.198972596,230603145,8465723.078468554,8651281.198972596,8465.786884073368,230605
10,108185376190,0,8591855.320330424,8789749.23387199,232378275,8591855.320330424,8789749.23387199,8591.951353778426,232381
11,108417729086,0,8520755.154972995,8730485.924890576,230950231,8520755.154972995,8730485.924890576,8520.817326236976,230952
