SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,197066152215,0,1236773.8714159986,1267749.7391723215,60931567,1236773.8714159986,1267749.7391723215,1236.8216695949943,60934
1,198439247446,0,1214552.358477301,1244592.4240899954,60253714,1214552.358477301,1244592.4240899954,1214.5760330172093,60255
2,199948918460,0,1134293.0671834152,1163349.4783343629,56700168,1134293.0671834152,1163349.4783343629,1134.3278158949347,56702
3,197570871111,0,1211646.9530850386,1241229.4104270046,59846536,1211646.9530850386,1241229.4104270046,1211.674960937106,59848
4,196635048667,0,1224532.928551153,1254210.9006920545,60196523,1224532.928551153,1254210.9006920545,1224.560624704719,60198
5,198724219809,0,1221721.661473115,1251947.4921268348,60696421,1221721.661473115,1251947.4921268348,1221.7720384176826,60699
6,194124956959,0,1292781.0413011657,1325271.836848549,62740266,1292781.0413011657,1325271.836848549,1292.815003212509,62742
7,199020231492,0,1207432.8835742483,1239119.517100587,60075893,1207432.8835742483,1239119.517100587,1207.4939938673879,60079
8,197842019933,0,1244719.297161423,1278743.577513355,61564445,1244719.297161423,1278743.577513355,1244.748592061957,61566
9,198446653574,0,1228572.7353375885,1258530.1451324555,60951537,1228572.7353375885,1258530.1451324555,1228.6413930548822,60955
10,197673464955,0,1217837.4272682613,1247619.2987160848,60183536,1217837.4272682613,1247619.2987160848,1217.8650868264824,60185
11,190814261243,0,1294868.3310695891,1327613.91116627,61769836,1294868.3310695891,1327613.91116627,1294.9125278705944,61772
