SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,468000930042,0,1006016.9439267197,1006531.501753136,9806124,1005961.1803714784,1006500.2066040271,1008.3039647910666,9831,792415.9598414958,874334.5081766794,2017
