SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,220765000566,0,523308.79195864225,6956275.847778253,28573677,517980.6568379179,6941847.07113282,517.9806568379179,28588,24304.82661827483,1351093.727493366,14323
1,158458685936,0,3058400.6244963077,7432043.9813710805,120491774,3043100.964466905,7429763.190502316,3043.139401096928,120553,274118.7121704816,4587164.338366157,59671
2,220527382635,0,534336.8230881416,7222208.868628323,29155689,529095.2924114635,7212092.643263152,529.0952924114634,29170,25213.454338810123,1871493.1163355089,14311
3,225426903794,0,386235.6270691302,7169742.392805323,21539522,382403.3358448426,7156049.603517746,382.40333584484256,21551,19490.642016658014,1561120.3507094,11478
4,223767723930,0,436975.03580532933,7233732.238888447,24277154,434182.36684747605,7224163.378097958,434.18236684747603,24289,30798.505508889953,1946707.6856786874,11846
5,229920066558,0,262945.6280892052,6901769.96821314,14969685,260563.0769721761,6887371.4227163,260.57748196149106,14978,13626.618146682078,1331579.183085511,7485
6,229838765785,0,275617.49019332195,6942134.969299267,15761423,274435.8628300489,6927105.5878687585,274.4358628300489,15769,27670.230162851556,1258682.1994395815,7577
7,145953815235,0,3907668.1855215877,7480307.823173237,141874605,3890158.178364936,7478044.969830033,3890.187093621918,141947,392062.6042080029,4666941.217022231,71252
