SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,232014202661,0,122875.89087536579,5330592.770519683,6465843,112037.9860451081,5288508.046074639,1120.396904366762,64987,6085.877070438653,2067179.7121311212,32758
1,231242329461,0,131459.3668664901,5119540.550139931,6847871,119038.75931436036,5090133.726772901,1190.3875931436035,68817,5914.758826448437,2353555.170871991,33829
2,231865252530,0,126615.80861406542,5585362.591424592,6604858,114517.08140944701,5545345.501322702,1145.1823645454795,66382,5735.3358051319265,2289449.19636549,33275
3,231895784198,0,124128.1120512448,5527121.464339168,6513765,112933.31653515185,5478943.244136536,1129.1608410479155,65472,6079.705171714141,2030228.3230912338,33425
4,231303416528,0,130592.33113247987,4947576.496742144,6735648,117056.63671735006,4910229.840436796,1170.5663671735006,67689,5321.865167575597,1941533.6895828503,33252
5,231854076750,0,132141.08307070434,5308717.243490558,6808918,118044.9375039941,5275018.488988759,1180.4493750399408,68423,5186.858366704115,2298721.202912501,33382
6,231751674077,0,128380.54633686178,5621178.576746447,6699079,116199.4108877619,5566299.317829773,1161.963592106818,67326,5780.074556338829,1876930.1741698463,33273
7,231914160967,0,125472.65578451799,5371164.74880574,6583064,114112.91095659194,5334421.108776081,1141.1291095659194,66161,5993.016948570076,2257302.9500283375,33036
8,231922157986,0,127006.038972301,5710875.430841788,6531732,113222.4718329204,5669137.701605377,1132.224718329204,65647,5031.7273378652535,2315845.281683877,32968
9,232173710455,0,125721.83788884246,5590888.020707876,6499689,112546.76487183335,5542739.600007195,1125.4676487183335,65326,5187.358845616375,2052259.9186469852,32911
