SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,201632976493,1729,1091648.2595545151,1135456.50813428,50243437,1729,997.5224482655578,997.6497645836138,4368,996822.3228950734,1033264.1898506389,99.72433594997422,5027,1,62975.958195680214,100234.40476012412,258
1,204419855329,2064,1079557.7553452533,1124876.4759487286,51378038,2064,1270.815753361972,,4457,1005435.8940290393,1044701.051412771,100.59589211985794,5141,1,44833.93696556027,103756.56404373916,270
2,203580339525,7480,1079583.764657932,1127494.8457475353,52160742,7480,895.2842276073453,,2303,1024918.4596451517,1068077.3808834078,102.52307778641028,5218,1,37536.26704565644,73430.95479149012,267
3,198567444852,0,1157632.9161616361,1211202.213353672,53236454,,1029.1520820475946,,3756,1072491.1737607778,1118371.6523372263,107.28677847541032,5326,,50419.47785751374,106415.00091074935,248
4,202665986394,0,1163365.9121615547,1210931.7425052598,55946491,,993.1274768165629,,2555,1104266.2065893933,1147060.17718303,110.46634570128874,5597,,70107.62624685999,106652.30079769832,254
5,201559781401,0,1127260.9109879048,1174795.3053281135,56336826,,382.345555019416,382.3520031020708,156,1118026.1579648745,1164807.09383933,111.82341781840961,5635,,56763.62663772684,82026.39108765188,295
6,203558538870,0,1129390.4369990132,1180978.7982442183,56072337,,1063.6879000798895,,1315,1101872.9317134835,1150969.049937654,110.21610114116592,5609,,51281.452211527474,84673.3476335393,259
7,203164048270,0,1121594.7881629614,1171398.4839614388,54709492,,1183.806830228272,1184.0049303140836,2377,1077200.6458010515,1123097.9526342144,107.774012818886,5474,,50641.24211248267,72594.60622075779,242
