SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,200256409619,0,1202438.2378038843,1249333.9161426264,60129484,1201698.444798082,1249266.9386269997,120.22373204315032,6019,561715.0601836514,1136442.5051616784,32470
1,196616010303,0,1225756.0191060728,1275059.1952030282,60202323,1225374.5339899408,1275015.8785119238,122.57013001037157,6025,751759.9720903423,1192975.3089009798,29740
2,206587416543,0,1129305.2688697237,1236575.0402035518,58277612,1128966.4002911544,1236506.9054260084,112.92033430116028,5832,712793.318043971,1116776.3505465174,29951
3,200426130732,0,1196238.8400689133,1237869.9661443583,59891885,1195810.8811693687,1237828.5489516216,119.6244089536466,5994,656154.5884292572,1149416.7802915436,26052
