SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,55502058861,0,5277193.783631161,5536251.908634067,36611890,5277193.783631161,5536251.908634067,5277.593923992641,36615
