SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,234719107746,0,158613.29610105013,1579794.315384002,8612671,147696.5225920802,1577503.3878802843,14.775106249386694,867,12358.069181905765,1281749.8480751812,54128
1,239180288815,0,297121.4390445426,1669758.7850330432,16150417,271427.0491169697,1668339.036966174,27.142704911696967,1623,14632.48449877919,1422826.8597218678,79583
2,230149248920,0,363705.8440920056,1441273.5786024372,19038763,332479.9031892491,1437591.7439718754,33.24799031892491,1913,17576.958860072587,937719.8688283691,91237
3,236715495271,0,297543.39464251406,1630034.763639009,16488694,280167.54849138454,1628543.2977668464,28.016754849138454,1658,24265.59838021356,1397608.7055259345,91306
4,230489191309,0,289203.9457033351,1595731.2820116635,15364615,268079.1565499639,1594292.7048814946,26.81253624748867,1545,18402.98495250198,1365624.695480753,82722
5,231118867982,0,279881.9245655354,1428557.0373376578,15682256,272760.0760181539,1426658.1707214264,27.27600760181539,1576,44475.17351353031,1125013.1665640427,77744
6,244864874887,0,312038.12934152083,1888156.8655288778,16905464,277536.13919253054,1886525.2828204962,27.754080776835377,1699,11969.465365768472,1607751.3043514353,84249
7,230726978869,0,318420.6990095057,1595267.184823923,17381785,302878.1997777427,1594169.8532817136,30.122740870633347,1748,28684.72472293345,1404917.1808500171,88758
8,235581483618,0,254783.38241264664,1562499.0229420967,13405691,228885.66270952908,1555988.5574943866,22.90501794317936,1349,11882.623265359205,889843.3528360167,74615
9,232443007224,0,262784.7904287553,1661401.64448979,14742139,254807.26956403197,1660561.882710849,25.485816417297695,1481,32272.617672723816,1489547.8821234787,64903
