SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,185097968903,0,1499843.4196556993,6005444.049178821,69319755,1498165.5695277893,5980341.466010748,1498.2113202263786,69329,125598.09377280943,142955.769588641,7096
1,236728462375,0,72705.46767461077,5507754.913162389,4302587,72707.77593585086,5500797.820541717,72.70777593585086,4303,108640.38985327694,388493.6277168098,413
2,164314475686,0,2461024.846720653,6386862.268319628,101020569,2459448.020710401,6379778.314284911,2459.4786319826003,101032,333652.81709972164,530354.2726343068,10159
3,236029771921,0,82563.97138369041,5782660.704221814,4871501,82565.85532151724,5772966.009423995,82.56585532151725,4872,106229.6222472504,332410.37826502434,499
4,235374403642,0,105465.69919954079,5867181.907607362,6205391,105466.01336378459,5856546.494431365,105.46601336378458,6206,108767.39792798107,300792.0610652336,609
5,233719653985,0,136614.53687720315,5852272.807650036,7981177,136608.10914108713,5833810.047411568,136.60810914108714,7982,93806.4277577665,184648.10317543696,823
