SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,243202658367,0,219865.9540937217,4424162.873390713,13364662,220227.85589447126,4421949.997649175,22.022785589447125,1339,1670889.7220696716,3498869.940819345,25338
1,249186231761,0,116909.58204147591,4599070.013332708,7282440,117151.07931002829,4596393.757329431,11.718143139905775,730,2933075.148842707,3617914.599759683,15669
2,233652980271,0,272498.88578437065,4328188.050077135,15849416,271856.15148724825,4326743.552479544,27.185615148724825,1588,122329.76081520914,3688759.24975167,30584
3,249240243719,0,1598.0931448022122,3580467.2364658024,99577,1604.8772623211303,3573068.418418246,0.16048772623211302,10,2403753.947654422,,423
4,262275219340,0,76461.52829978065,4482170.877107253,5010858,76560.79766334817,4480189.465534657,7.656079766334817,502,265478.261832916,3606360.717729689,9142
5,232172395979,0,545504.6384003144,4218117.913614968,31573488,545112.176089389,4216559.844971128,54.5112176089389,3164,406337.79871003114,3587511.864296344,66512
