SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,200699404040,0,1130682.418675587,1218665.0711548834,56699629,,,,,1130063.7243287351,1218395.8690609222,113.06261335833771,5673,,40390.42508797518,102461.82350416319,1150
1,204201402542,0,1128051.7247010972,1218339.6367411956,53476879,,1074.4984993406274,1074.5041671805825,3887,1047629.9052647278,1125282.209413012,104.7957511848477,5350,,41902.66659134524,65973.50032647356,1108
2,201427138721,0,1086730.3351562459,1168714.2845027782,53467190,,1188.681420484177,,1356,1061815.62900641,1140084.6587712665,106.22065152133669,5349,,67305.52655069977,105317.14163105539,1075
3,201908890204,0,1094924.7739539202,1180729.4202413138,53823887,,960.8402738814655,960.8445570631604,1241,1066347.379664487,1147839.7118433812,106.6595936115244,5384,,40167.08078712924,67541.12934616633,1126
4,205825655851,1,1070537.7323749585,1152888.1970626395,50871534,1,1090.730254419805,1090.7324720345205,4269,988736.1959741389,1058865.487992815,98.91628089783924,5090,1,44340.136987674894,109903.85738200466,1016
5,200529797900,0,1151001.51139547,1237123.1838197552,57664306,,,,,1150261.668916787,1236722.5574835853,115.07220409520095,5769,,34000.80517761491,70508.05896497167,1129
6,197973531527,0,1115969.9930989926,1208132.7739583927,53804807,,950.9451440199446,,1193,1087157.6333457825,1174803.7378105756,108.73961406057259,5382,,43743.17788606044,101883.6368976506,1109
7,203418174095,0,1079627.754727062,1164919.6581407748,52989352,,848.7749648531956,,1489,1042030.6884723441,1121454.0317758361,104.21500183440406,5300,,60359.38942868583,104121.79290328777,1154
