SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,122090412002,0,6564313.257392863,9496782.34094784,199660972,6544719.6622361345,9493844.892274184,6544.723091679256,199762,947687.9389783747,5889430.649558244,100908
1,120685399622,0,6667460.515177299,9594716.425656658,200098997,6635430.917975106,9590620.273213716,6635.433858087704,200200,630402.1240074275,5193817.118200708,100911
2,104365611012,0,8965800.222644895,9886301.805525396,233060949,8937010.256115455,9855025.81862138,8937.071408045742,233181,1218860.3659188263,1361462.3265426466,118185
3,119200166502,0,6683786.515265639,9563052.703457115,198566582,6666650.486487925,9559298.593648128,6666.668304639712,198667,1093430.0000041875,5369073.256456891,99880
4,123885461180,0,6366880.608521991,9058739.564479675,196756956,6356053.862171206,9055594.817793228,6356.064397081653,196856,1448001.4391412134,5352103.450938274,98710
5,120583639720,0,6973301.679743716,1.0078501866880585E7,209423639,6950461.952766804,1.007412810331849E7,6950.461952766805,209528,917838.5431319012,5384766.823281422,104361
