SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,205206719561,907,1146289.7490475555,1257294.6834466443,55599687,907,2722.190913731341,2722.542802735844,7469,1083979.7667243409,1182913.737515298,1083.997033644213,55611,2,52457.455266485194,61527.26873533082,2827
1,202148910305,0,1159470.7153186088,1276083.7929585779,58530788,,,,,1158231.1853511329,1274756.5562868256,1158.2348972627171,58534,,53074.59354178102,59964.32262487766,3005
2,200987629447,0,1204284.359160187,1323844.636439683,60433108,,,,,1202781.6471348922,1322205.19517759,1202.8180864292583,60438,,45281.562212054356,50141.47566082417,2950
3,197951654646,0,1268851.8298395532,1405707.263651614,62736809,,,,,1267783.714406406,1404603.6073469713,1267.8138938024827,62742,,71618.20565591303,84729.19683179258,3162
4,200658312470,0,1236713.8117868248,1367456.9547460952,61958467,,,,,1235166.0539209158,1365979.6711973508,1235.2122462712719,61964,,47732.23219244047,60780.29437727581,3117
5,201847774491,1,1208201.7657626064,1330264.9598346313,57062021,1,2829.822225099154,2830.26068765745,9009,1131027.0057507087,1237489.178964976,1131.0668569503678,57076,1,56420.943988092695,65928.1213165305,2791
