SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,197238356011,0,1277943.068309279,1441818.18481112,62936272,,,,,1276412.2815237795,1440110.3451062713,1276.4426099119376,62941,,50304.224065455404,57369.75690293532,3093
1,200840500163,0,1194583.3287591755,1337895.8401821095,59916392,,,,,1193372.4911334133,1336597.7487547447,1193.4116634724865,59922,,55996.407877254416,65382.518291224165,2990
2,198633910914,0,1227875.0260424435,1383682.0492555837,60897130,,,,,1226379.196175967,1382016.965306331,1226.4159746052903,60902,,47573.92733475871,54247.27096501882,2994
3,199682042983,0,1227667.3712031355,1381115.562387195,61226124,,,,,1226534.4261369114,1379925.9293409942,1226.5684698565626,61231,,63813.46991432574,76634.36830362493,3101
4,200737605151,0,1189445.0348771045,1336591.9057608421,59617431,,,,,1188027.7231593344,1335021.343628781,1188.056085430247,59622,,48584.496547605566,55331.744221714536,3029
5,203840415165,319,1091146.9211438661,1214585.0597156298,54066414,319,2507.6833743596917,2507.762990735513,3391,1061075.1740518317,1177807.1981564444,1061.1031783622725,54074,2,46657.5841864156,62759.48923157099,2696
6,198826481296,0,1223994.5379262604,1378073.2409687021,60757517,,,,,1222384.4148716498,1376294.9660118045,1222.4109793051427,60762,,45372.52438510869,52039.929777004596,3081
7,197405245235,0,1173574.3063848142,1321118.5397593165,57856445,,,,,1172397.6013123996,1319856.5077893569,1172.4499758657055,57862,,56075.14816496435,66103.03245336204,2914
