SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITE_COUNT
0,239363585606,0,3588.240726100816,3591.8504836805732,214584,3588.2650981581487,3591.8725320226267,3.6095043851207866,216,3625.743923581044,141
1,239349487211,0,3588.4698507128815,3592.079400127758,214588,3588.4931695835553,3592.1004437883203,3.6097169810630425,216,3625.1240562437733,138
