SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,50981501625,0,7406972.789193169,1.992684838317541E7,47114697,7394692.035024969,1.990762344997493E7,7395.147753814615,47127,791689.5671601488,3401150.257687245,9366
