SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_ERRORS,READ_NULLS_PER_SEC,READ_NULLS_PER_SEC_NET,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,199916174319,8310,1059007.658801426,1113739.518093283,51281579,8310,1121.2198336146243,,1729,1026106.9505695517,1077577.742908386,102.66231072629807,5131,1,41902.23235901848,102863.52083408498,536
1,202183398068,0,1102919.2507459,1159230.723906555,55732647,,,,,1102626.4378295857,1159050.240992091,110.29493506206818,5575,,39031.90453860003,68259.83830275117,543
2,201737211223,0,1160897.5316341852,1224834.9214657831,55526781,,997.4914744513087,,2587,1101034.413301517,1158503.903246201,110.12047584165914,5554,,54091.3195438383,110838.62419434176,535
3,201889067789,0,1156800.6922072773,1223512.5917678482,56793923,,979.6806897506133,,1336,1125288.112367906,1188476.9995219044,112.55487884592883,5681,,45292.871339053636,92510.1343622428,583
4,204010074160,0,1109425.7355911788,1171087.2187515467,53780717,,984.6608835592286,,2476,1054531.1984508913,1110236.0296540128,105.48319302287578,5380,,47063.085092266585,106466.04415419743,554
5,204075029067,1776,1072445.3480763063,1128173.5264880902,53825322,1776,1322.4234995343284,,1085,1055042.2214043257,1109014.847986519,105.54843830564175,5385,1,59848.24840171819,102873.24394556892,536
6,198641697410,3309,1021233.9661948376,1071983.8444942127,48369904,3309,952.4530938620926,952.7151895444722,2178,974066.9080199841,1020240.235741458,97.46029407271872,4840,1,51875.207363003115,99388.97909008786,494
7,204351726913,1055,1078380.0198217835,1135407.6235761738,52648522,1055,1065.9409285787058,,2405,1030604.1411123604,1082678.9123399763,103.11533123563858,5268,1,51494.24596236741,106329.6164630963,507
