SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,179933754308,0,1976586.979659261,2097791.609665258,88879818,1975854.1323571615,2097166.574883757,197.62576108501665,8890,52244.34557842532,68560.77226853883,895
1,177666397984,0,2129043.1859882837,2262062.792718536,94527888,2128232.23913197,2261588.387324815,212.86838790821426,9455,54765.826136008654,103523.76217326096,951
2,172452311660,0,2283924.804612919,2432207.265056091,98424536,2282963.2621927825,2431591.822505495,228.34982858418564,9845,55738.18725332694,97199.12564840521,1037
3,177964542979,0,2125143.9197101113,2253524.071569569,94518452,2124455.1620859304,2252969.887680726,212.46614568560406,9453,65270.92424670648,90342.60572405075,971
