SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,READ_NULLS_PER_SEC,READ_NULL_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,202175754601,0,1166340.9660847269,1223815.8266960473,57455426,999.8721986351195,1274,1136779.7313460018,1191367.8190171882,113.7216008240325,5748,73396.00804396761,102505.44211642741,625
1,201260626224,0,1179347.7644789815,1246290.3618644488,59327083,,,1179121.5224376614,1246114.5251115393,117.9554828841129,5935,59142.534122277684,83478.53528645326,601
2,202026750195,0,1177842.390886133,1235966.6509517368,59474538,,,1177569.1475033578,1235802.4832959385,117.80298853326138,5950,47426.206788090865,84391.19297008244,579
3,201301160907,0,1152886.1846697656,1215085.9537891524,56517725,991.0556386638146,1283,1123085.7238048764,1182087.5250457183,112.36629653038533,5655,76864.26470482556,111214.42163393498,607
4,200718184275,0,1202617.078767646,1259857.0766835224,60333723,,,1202368.8280746331,1259655.1292165548,120.26537778648692,6035,55174.76422344858,73468.72593331958,599
5,200884242036,0,1164342.199252261,1221745.1621522682,58455576,,,1163977.9886672087,1221546.8606352014,116.42364034318801,5847,38946.68056380212,76400.03056001222,633
