SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT,TRANSACTION_ERRORS,WRITES_PER_SEC,WRITES_PER_SEC_NET,WRITE_COUNT
0,246932825989,0,17167.79927638608,3860986.5839936836,1011032,17332.649002245897,3803998.0579523374,1.7332649002245895,107,12,20748.593144739087,3035746.9395420556,58968
1,249127336925,0,14771.513320425733,3317470.5602845117,880189,14932.122848966628,3313792.55486325,1.4932122848966627,93,4,18483.34218429454,3250119.556617817,49811
2,250778927927,0,19733.123364929674,3416804.005511203,1058169,17704.83683259246,3397698.7075962983,1.770483683259246,111,4,5714.092091393949,3049571.466399304,51831
3,241594999119,0,14813.619202265125,3843953.837509746,820691,14404.271664107962,3802228.234671647,1.4404271664107964,87,4,9866.464476158952,3220407.991058174,49309
4,246598483705,0,17083.478918139717,3249539.025040626,968543,16545.113898108182,3230983.8887130935,1.6545113898108184,102,6,10385.064808804775,2917426.6819157307,51457
5,242889165554,0,15899.391820590821,3970544.5012757024,893966,15480.31173570014,3934803.6275448585,1.5480311735700139,94,2,10239.1887697639,3349320.833781095,46034
6,248255249256,0,17711.994524551035,3762905.877015408,1039949,17562.569222872633,3740850.3540751752,1.7562569222872635,109,5,14943.185407707073,3334730.660834969,50051
7,253258484240,0,18324.105898612434,4213378.091108323,972130,16110.022976105292,4184101.8815927696,1.6110022976105292,102,,4664.488834158212,3666707.6142492606,47870
8,245393762899,0,19177.963937305234,3798073.2181837345,1049695,17930.366069699037,3751487.4221323365,1.7930366069699037,110,5,7605.828289248046,2986990.1304929624,50305
9,251135919576,0,21717.31454576382,3549061.900279114,1226306,20387.36636576816,3516571.392124678,2.038736636576816,128,7,8499.600921009262,2908464.6550977817,53694
