SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,238666294250,0,11600.163352349868,12000.12321256567,692142,11600.163352349868,12000.12321256567,116.02648750680166,6923
1,238756877825,0,9972.789147231344,10279.222511405049,595268,9972.789147231344,10279.222511405049,99.76541146614434,5955
2,238764699568,0,10131.196128978348,10457.653847180727,604743,10131.196128978348,10457.653847180727,101.33732991574905,6049
3,238679572313,0,11564.87743484052,11965.561181287649,690075,11564.87743484052,11965.561181287649,115.6850556687694,6903
4,238752818668,0,10007.957239334803,10319.171641050654,597357,10007.957239334803,10319.171641050654,100.11881484962665,5976
5,238753946328,0,10158.123194613652,10470.124547056905,606323,10158.123194613652,10470.124547056905,101.60977726039603,6065
6,238685681139,0,11337.940286514407,11724.916058888675,676551,11337.940286514407,11724.916058888675,113.41851337251678,6768
7,238649306253,0,11937.231432719442,12367.4294866266,712203,11937.231432719442,12367.4294866266,119.40383739960534,7124
8,238766004362,0,10454.3023478985,10786.2026044703,624033,10454.3023478985,10786.2026044703,104.58604316116859,6243
9,238659168571,0,10960.33316323993,11339.042947812593,653946,10960.33316323993,11339.042947812593,109.62771900816803,6541
