SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,34817318647,0,1148853.5462924442,1234025.3320988573,10000000,1148853.5462924442,1234025.3320988573,11488.720162507128,100002
1,35483870447,0,1127272.743815967,1205980.2713733837,10000000,1127272.743815967,1205980.2713733837,11272.79620028822,100001
2,34166172707,0,1170748.6332469648,1258809.5274238507,10000000,1170748.6332469648,1258809.5274238507,11707.699528652072,100002
3,34210949359,0,1169216.3108439741,1251387.7542152028,10000000,1169216.3108439741,1251387.7542152028,11692.37808241573,100002
4,36794671722,0,1087113.9251415986,1156448.318605702,10000000,1087113.9251415986,1156448.318605702,10871.430293266652,100003
5,35713344916,0,1120029.5042114502,1198781.1376240028,10000000,1120029.5042114502,1198781.1376240028,11200.613879345114,100003
6,35655439374,0,1121848.4669457772,1199424.9102150295,10000000,1121848.4669457772,1199424.9102150295,11218.691604849053,100002
7,35539664522,0,1125503.0270541506,1207314.372920852,10000000,1125503.0270541506,1207314.372920852,11255.228680421758,100002
8,35868053065,0,1115198.5285488481,1197369.5492823606,10000000,1115198.5285488481,1197369.5492823606,11152.30027724769,100003
9,34386267490,0,1163255.0701128743,1255595.1878275296,10000000,1163255.0701128743,1255595.1878275296,11632.769732307186,100002
