SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,211397172153,0,1023982.4960540659,1228162.3390371727,54116751,1023982.4960540659,1228162.3390371727,10239.83076256322,541168
1,211298991240,0,1027484.0155455538,1232994.2987720135,54276584,1027484.0155455538,1232994.2987720135,10274.86727329745,542768
2,211215036091,0,1032133.2232525145,1240040.1273387296,54500514,1032133.2232525145,1240040.1273387296,10321.357075291353,545007
3,211238047395,0,1025460.5108848744,1231016.5937788333,54154069,1025460.5108848744,1231016.5937788333,10254.61972236097,541542
4,211503773948,0,1027359.6538916733,1233161.1900734575,54322611,1027359.6538916733,1233161.1900734575,10273.618586309012,543228
5,211343044881,0,1020457.5604625857,1223830.0466563494,53916652,1020457.5604625857,1223830.0466563494,10204.574650956058,539167
6,211089196638,0,1016837.3911057852,1218621.756633012,53660847,1016837.3911057852,1218621.756633012,10168.389220697562,536610
7,211268584101,0,1027430.0882152434,1232750.851152837,54265925,1027430.0882152434,1232750.851152837,10274.323649901502,542661
8,211638041789,0,1024023.8388525114,1228330.6608553668,54180600,1024023.8388525114,1228330.6608553668,10240.246957121823,541807
9,210798070215,0,1023626.4486668227,1227910.4266486133,53944620,1023626.4486668227,1227910.4266486133,10236.30404150346,539449
