SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,211204638480,0,1025921.5212288931,1232024.8949302079,54169846,1025921.5212288931,1232024.8949302079,10259.249263158843,541701
1,210998446869,0,1018536.7294832664,1221366.8136729666,53727417,1018536.7294832664,1221366.8136729666,10185.391624115386,537276
2,211298371938,0,1022309.4007718298,1227389.860194759,54003078,1022309.4007718298,1227389.860194759,10223.10673280227,540032
3,211199716372,0,1014825.3779966492,1216319.5395756736,53582708,1014825.3779966492,1216319.5395756736,10148.276973890153,535829
4,211177099068,0,1023383.2785552657,1227831.0133703114,54028778,1023383.2785552657,1227831.0133703114,10233.859772182472,540290
5,210834329093,0,1022534.3136833486,1226411.4759134895,53896334,1022534.3136833486,1226411.4759134895,10225.364472530715,538965
6,211129690696,0,1026437.8225800421,1232100.019817011,54177875,1026437.8225800421,1232100.019817011,10264.410212861312,541781
7,211325957977,0,1020239.8515731111,1223938.8906179513,53900791,1020239.8515731111,1223938.8906179513,10202.408807072969,539009
8,211197675872,0,1024312.7492137367,1229631.5913088634,54083118,1024312.7492137367,1229631.5913088634,10243.148078860753,540833
9,211135113065,0,1024584.1767371116,1229662.6216452157,54081424,1024584.1767371116,1229662.6216452157,10245.879871303558,540817
10,211088643807,0,1018373.9310796187,1221049.1800629064,53741793,1018373.9310796187,1221049.1800629064,10183.74938608277,537419
11,211469196474,0,1020655.5451045894,1225509.6264241105,53959302,1020655.5451045894,1225509.6264241105,10206.58259373823,539595
