SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,100790304563,0,9747178.086816156,1.1412108926252266E7,245605262,9747178.086816156,1.1412108926252266E7,97471.80238245387,2456054
1,99147665883,0,9526743.64633686,1.111837822675411E7,236138599,9526743.64633686,1.111837822675411E7,95267.51934945893,2361389
2,99300494958,0,9404652.498408949,1.0906561376718396E7,233471662,9404652.498408949,1.0906561376718396E7,94046.52819979389,2334718
3,100033429362,0,9651587.415903991,1.124474960200715E7,241370347,9651587.415903991,1.124474960200715E7,96515.92351445495,2413706
4,101812423090,0,9493846.88689271,1.1129371740043221E7,241647889,9493846.88689271,1.1129371740043221E7,94938.50357567534,2416481
5,99644565866,0,9540704.038777733,1.117386127601114E7,237669828,9540704.038777733,1.117386127601114E7,95407.07795910398,2376700
6,100537072950,0,9540819.360009028,1.1121267442621328E7,239801513,9540819.360009028,1.1121267442621328E7,95408.20400378433,2398017
7,101878479747,0,9534973.886657402,1.1080655886104554E7,242852161,9534973.886657402,1.1080655886104554E7,95349.78424021411,2428524
8,100947304370,0,9633841.201301213,1.1217316644747166E7,243127575,9633841.201301213,1.1217316644747166E7,96338.40991858984,2431277
9,99389469411,0,9646535.650927704,1.116607639394909E7,239691015,9646535.650927704,1.116607639394909E7,96465.34188926856,2396911
