SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,101742670320,0,9356073.680846555,1.0921959689176476E7,237977980,9356073.680846555,1.0921959689176476E7,93560.73414864203,2379781
1,102229215560,0,9404200.14702889,1.098439381605271E7,240346001,9404200.14702889,1.098439381605271E7,94041.96160482199,2403461
2,100134093455,0,8897169.757674718,1.0408266817808462E7,222727507,8897169.757674718,1.0408266817808462E7,88971.73833620931,2227277
3,102847294366,0,9319160.002296098,1.0942293270777054E7,239612598,9319160.002296098,1.0942293270777054E7,93191.58358762668,2396127
4,103147879260,0,9319701.606049288,1.0884375639617346E7,240326864,9319701.606049288,1.0884375639617346E7,93197.0276969979,2403270
5,104270521999,0,9080438.016883433,1.0495359416594626E7,236705503,9080438.016883433,1.0495359416594626E7,90804.43745790052,2367057
6,101699795734,0,9181522.826675927,1.0749603580893872E7,233439749,9181522.826675927,1.0749603580893872E7,91815.25257394664,2334400
7,104062105217,0,9205118.558792265,1.0887691781177519E7,239476004,9205118.558792265,1.0887691781177519E7,92051.20115828264,2394762
8,104085536868,0,9137268.948385399,1.0552388700374486E7,237764386,9137268.948385399,1.0552388700374486E7,91372.73455084117,2377646
9,103203855300,0,9173710.935971206,1.0766111853790283E7,236690584,9173710.935971206,1.0766111853790283E7,91737.14257063766,2366908
