SLAVE_INDEX,DURATION,FAILURES,READS_PER_SEC,READS_PER_SEC_NET,READ_COUNT,REQ_PER_SEC,REQ_PER_SEC_NET,TRANSACTIONS_PER_SEC,TRANSACTION_COUNT
0,114359158625,0,8055283.259128648,9165874.689064357,230298854,8055283.259128648,9165874.689064357,80552.86453512311,2302990
1,111575414768,0,8375458.284812172,9673470.751622042,233623808,8375458.284812172,9673470.751622042,83754.64814456164,2336241
2,99871552331,0,1.0260829676539576E7,1.2290539418893175E7,256191247,1.0260829676539576E7,1.2290539418893175E7,102608.43143291204,2561916
3,112814306135,0,8271568.562264951,9615518.267375695,233287817,8271568.562264951,9615518.267375695,82715.76519876362,2332881
4,110109581504,0,8618259.510554284,9878927.270007113,237238237,8618259.510554284,9878927.270007113,86182.61662764728,2372384
5,112641073755,0,8255646.692632152,9448641.751932966,232481227,8255646.692632152,9448641.751932966,82556.51013275972,2324814
6,110248429290,0,8580023.480532255,9958758.458311334,236483528,8580023.480532255,9958758.458311334,85800.34051898464,2364839
7,106806534097,0,9079631.318429224,1.0590910099114278E7,242440988,9079631.318429224,1.0590910099114278E7,90796.3649858982,2424412
8,111060745507,0,8390016.902428139,9686969.622814037,232950383,8390016.902428139,9686969.622814037,83900.22933686485,2329506
9,111029362307,0,8272442.036191834,9508103.058426877,229620991,8272442.036191834,9508103.058426877,82724.49233004347,2296213
10,106493715316,0,9075255.465848096,1.0645017714350495E7,241614418,9075255.465848096,1.0645017714350495E7,90752.57302245384,2416145
11,111355574532,0,8275190.890737076,9598897.825388862,230372159,8275190.890737076,9598897.825388862,82751.95613249135,2303724
